seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,40861,2025-12-19T08:27:30.631613+00:00,16,20,1766132850.631587
1,40887,2025-12-19T08:27:30.676613+00:00,16,20,1766132850.676591
2,40913,2025-12-19T08:27:30.721680+00:00,16,20,1766132850.721660
3,40938,2025-12-19T08:27:30.721771+00:00,16,20,1766132850.721752
4,40964,2025-12-19T08:27:30.766541+00:00,16,20,1766132850.766522
5,40990,2025-12-19T08:27:30.766621+00:00,16,20,1766132850.766613
6,41015,2025-12-19T08:27:30.811665+00:00,16,20,1766132850.811646
7,41041,2025-12-19T08:27:30.811742+00:00,16,20,1766132850.811736
8,41066,2025-12-19T08:27:30.856652+00:00,16,20,1766132850.856633
9,41092,2025-12-19T08:27:30.901623+00:00,16,20,1766132850.901603
10,41117,2025-12-19T08:27:30.901701+00:00,16,20,1766132850.901695
11,41143,2025-12-19T08:27:30.946675+00:00,16,20,1766132850.946654
12,41168,2025-12-19T08:27:30.946754+00:00,16,20,1766132850.946747
13,41194,2025-12-19T08:27:30.991671+00:00,16,20,1766132850.991651
14,41219,2025-12-19T08:27:30.991760+00:00,16,20,1766132850.991754
15,41245,2025-12-19T08:27:31.036577+00:00,16,20,1766132851.036556
16,41270,2025-12-19T08:27:31.036656+00:00,16,20,1766132851.036649
17,41296,2025-12-19T08:27:31.081516+00:00,16,20,1766132851.081498
18,41321,2025-12-19T08:27:31.126608+00:00,16,20,1766132851.126588
19,41347,2025-12-19T08:27:31.126687+00:00,16,20,1766132851.126681
20,41373,2025-12-19T08:27:31.171701+00:00,16,20,1766132851.171682
21,41398,2025-12-19T08:27:31.171837+00:00,16,20,1766132851.171829
22,41424,2025-12-19T08:27:31.216591+00:00,16,20,1766132851.216573
23,41449,2025-12-19T08:27:31.216665+00:00,16,20,1766132851.216659
24,41475,2025-12-19T08:27:31.261590+00:00,16,20,1766132851.261570
25,41501,2025-12-19T08:27:31.351602+00:00,16,20,1766132851.351582
26,41526,2025-12-19T08:27:31.351705+00:00,16,20,1766132851.351696
27,41552,2025-12-19T08:27:31.351748+00:00,16,20,1766132851.351742
28,41578,2025-12-19T08:27:31.396607+00:00,16,20,1766132851.396587
29,41603,2025-12-19T08:27:31.396685+00:00,16,20,1766132851.396678
30,41629,2025-12-19T08:27:31.441906+00:00,16,20,1766132851.441887
31,41655,2025-12-19T08:27:31.486604+00:00,16,20,1766132851.486584
32,41680,2025-12-19T08:27:31.486677+00:00,16,20,1766132851.486671
33,41706,2025-12-19T08:27:31.486713+00:00,16,20,1766132851.486709
34,41731,2025-12-19T08:27:31.531582+00:00,16,20,1766132851.531562
35,41757,2025-12-19T08:27:31.531660+00:00,16,20,1766132851.531653
36,41783,2025-12-19T08:27:31.576510+00:00,16,20,1766132851.576493
37,41808,2025-12-19T08:27:31.576573+00:00,16,20,1766132851.576566
38,41834,2025-12-19T08:27:31.621704+00:00,16,20,1766132851.621683
39,41859,2025-12-19T08:27:31.666634+00:00,16,20,1766132851.666615
40,41885,2025-12-19T08:27:31.666713+00:00,16,20,1766132851.666706
41,41911,2025-12-19T08:27:31.711672+00:00,16,20,1766132851.711653
42,41936,2025-12-19T08:27:31.711747+00:00,16,20,1766132851.711741
43,41962,2025-12-19T08:27:31.756538+00:00,16,20,1766132851.756520
44,41987,2025-12-19T08:27:31.756608+00:00,16,20,1766132851.756602
45,42013,2025-12-19T08:27:31.801807+00:00,16,20,1766132851.801789
46,42038,2025-12-19T08:27:31.846661+00:00,16,20,1766132851.846625
47,42064,2025-12-19T08:27:31.846756+00:00,16,20,1766132851.846745
48,42090,2025-12-19T08:27:31.891579+00:00,16,20,1766132851.891560
49,42115,2025-12-19T08:27:31.891652+00:00,16,20,1766132851.891646
50,42141,2025-12-19T08:27:31.936592+00:00,16,20,1766132851.936573
51,42167,2025-12-19T08:27:31.936690+00:00,16,20,1766132851.936683
52,42192,2025-12-19T08:27:32.026610+00:00,16,20,1766132852.026589
53,42218,2025-12-19T08:27:32.026692+00:00,16,20,1766132852.026685
54,42243,2025-12-19T08:27:32.026733+00:00,16,20,1766132852.026727
55,42269,2025-12-19T08:27:32.071670+00:00,16,20,1766132852.071650
56,42295,2025-12-19T08:27:32.071748+00:00,16,20,1766132852.071742
57,42320,2025-12-19T08:27:32.116537+00:00,16,20,1766132852.116517
58,42346,2025-12-19T08:27:32.116616+00:00,16,20,1766132852.116608
59,42371,2025-12-19T08:27:32.161532+00:00,16,20,1766132852.161512
60,42397,2025-12-19T08:27:32.206674+00:00,16,20,1766132852.206654
61,42423,2025-12-19T08:27:32.206753+00:00,16,20,1766132852.206747
62,42448,2025-12-19T08:27:32.251605+00:00,16,20,1766132852.251585
63,42474,2025-12-19T08:27:32.251682+00:00,16,20,1766132852.251676
64,42499,2025-12-19T08:27:32.296666+00:00,16,20,1766132852.296646
65,42525,2025-12-19T08:27:32.296745+00:00,16,20,1766132852.296738
66,42551,2025-12-19T08:27:32.341665+00:00,16,20,1766132852.341645
67,42576,2025-12-19T08:27:32.386609+00:00,16,20,1766132852.386590
68,42602,2025-12-19T08:27:32.386698+00:00,16,20,1766132852.386691
69,42627,2025-12-19T08:27:32.431581+00:00,16,20,1766132852.431564
70,42653,2025-12-19T08:27:32.431651+00:00,16,20,1766132852.431644
71,42679,2025-12-19T08:27:32.476664+00:00,16,20,1766132852.476640
72,42704,2025-12-19T08:27:32.476774+00:00,16,20,1766132852.476763
73,42730,2025-12-19T08:27:32.521648+00:00,16,20,1766132852.521628
74,42755,2025-12-19T08:27:32.521727+00:00,16,20,1766132852.521720
75,42781,2025-12-19T08:27:32.566669+00:00,16,20,1766132852.566649
76,42806,2025-12-19T08:27:32.611595+00:00,16,20,1766132852.611574
77,42832,2025-12-19T08:27:32.611678+00:00,16,20,1766132852.611671
78,42858,2025-12-19T08:27:32.656609+00:00,16,20,1766132852.656589
79,42883,2025-12-19T08:27:32.656685+00:00,16,20,1766132852.656679
80,42909,2025-12-19T08:27:32.701532+00:00,16,20,1766132852.701513
81,42935,2025-12-19T08:27:32.701605+00:00,16,20,1766132852.701599
82,42960,2025-12-19T08:27:32.746588+00:00,16,20,1766132852.746567
83,42986,2025-12-19T08:27:32.791433+00:00,16,20,1766132852.791414
84,43011,2025-12-19T08:27:32.791502+00:00,16,20,1766132852.791496
85,43037,2025-12-19T08:27:32.836540+00:00,16,20,1766132852.836519
86,43063,2025-12-19T08:27:32.836617+00:00,16,20,1766132852.836611
87,43088,2025-12-19T08:27:32.881699+00:00,16,20,1766132852.881671
88,43114,2025-12-19T08:27:32.881811+00:00,16,20,1766132852.881804
89,43139,2025-12-19T08:27:32.926678+00:00,16,20,1766132852.926657
90,43165,2025-12-19T08:27:32.971644+00:00,16,20,1766132852.971618
91,43191,2025-12-19T08:27:32.971732+00:00,16,20,1766132852.971725
92,43216,2025-12-19T08:27:33.016535+00:00,16,20,1766132853.016515
93,43242,2025-12-19T08:27:33.016615+00:00,16,20,1766132853.016608
94,43267,2025-12-19T08:27:33.061669+00:00,16,20,1766132853.061649
95,43293,2025-12-19T08:27:33.061746+00:00,16,20,1766132853.061740
96,43318,2025-12-19T08:27:33.106652+00:00,16,20,1766132853.106632
97,43344,2025-12-19T08:27:33.151497+00:00,16,20,1766132853.151479
98,43370,2025-12-19T08:27:33.151567+00:00,16,20,1766132853.151561
99,43395,2025-12-19T08:27:33.196607+00:00,16,20,1766132853.196588
100,43421,2025-12-19T08:27:33.196688+00:00,16,20,1766132853.196681
101,43446,2025-12-19T08:27:33.241671+00:00,16,20,1766132853.241651
102,43472,2025-12-19T08:27:33.241779+00:00,16,20,1766132853.241772
103,43498,2025-12-19T08:27:33.286674+00:00,16,20,1766132853.286654
104,43523,2025-12-19T08:27:33.331620+00:00,16,20,1766132853.331600
105,43549,2025-12-19T08:27:33.376533+00:00,16,20,1766132853.376513
106,43574,2025-12-19T08:27:33.376610+00:00,16,20,1766132853.376603
107,43600,2025-12-19T08:27:33.421526+00:00,16,20,1766132853.421508
108,43626,2025-12-19T08:27:33.421604+00:00,16,20,1766132853.421595
109,43651,2025-12-19T08:27:33.466674+00:00,16,20,1766132853.466653
110,43677,2025-12-19T08:27:33.466772+00:00,16,20,1766132853.466746
111,43702,2025-12-19T08:27:33.512569+00:00,16,20,1766132853.512551
112,43728,2025-12-19T08:27:33.512639+00:00,16,20,1766132853.512633
113,43754,2025-12-19T08:27:33.556616+00:00,16,20,1766132853.556583
114,43779,2025-12-19T08:27:33.556689+00:00,16,20,1766132853.556683
115,43805,2025-12-19T08:27:33.601622+00:00,16,20,1766132853.601602
116,43830,2025-12-19T08:27:33.601701+00:00,16,20,1766132853.601693
117,43856,2025-12-19T08:27:33.646654+00:00,16,20,1766132853.646633
118,43882,2025-12-19T08:27:33.691670+00:00,16,20,1766132853.691650
119,43907,2025-12-19T08:27:33.691748+00:00,16,20,1766132853.691741
120,43933,2025-12-19T08:27:33.736612+00:00,16,20,1766132853.736590
121,43958,2025-12-19T08:27:33.736694+00:00,16,20,1766132853.736686
122,43984,2025-12-19T08:27:33.781670+00:00,16,20,1766132853.781649
123,44010,2025-12-19T08:27:33.781761+00:00,16,20,1766132853.781754
124,44035,2025-12-19T08:27:33.826692+00:00,16,20,1766132853.826671
125,44061,2025-12-19T08:27:33.871633+00:00,16,20,1766132853.871613
126,44086,2025-12-19T08:27:33.871715+00:00,16,20,1766132853.871708
127,44112,2025-12-19T08:27:33.916682+00:00,16,20,1766132853.916661
128,44137,2025-12-19T08:27:33.916799+00:00,16,20,1766132853.916779
129,44163,2025-12-19T08:27:33.961680+00:00,16,20,1766132853.961660
130,44189,2025-12-19T08:27:33.961775+00:00,16,20,1766132853.961768
131,44214,2025-12-19T08:27:34.006605+00:00,16,20,1766132854.006585
132,44240,2025-12-19T08:27:34.006687+00:00,16,20,1766132854.006680
133,44265,2025-12-19T08:27:34.051673+00:00,16,20,1766132854.051651
134,44291,2025-12-19T08:27:34.096621+00:00,16,20,1766132854.096600
135,44317,2025-12-19T08:27:34.096727+00:00,16,20,1766132854.096719
136,44342,2025-12-19T08:27:34.141698+00:00,16,20,1766132854.141678
137,44368,2025-12-19T08:27:34.141770+00:00,16,20,1766132854.141763
138,44394,2025-12-19T08:27:34.186646+00:00,16,20,1766132854.186622
139,44419,2025-12-19T08:27:34.186750+00:00,16,20,1766132854.186741
140,44445,2025-12-19T08:27:34.231672+00:00,16,20,1766132854.231651
141,44470,2025-12-19T08:27:34.276670+00:00,16,20,1766132854.276649
142,44496,2025-12-19T08:27:34.276753+00:00,16,20,1766132854.276746
143,44522,2025-12-19T08:27:34.321600+00:00,16,20,1766132854.321579
144,44547,2025-12-19T08:27:34.321679+00:00,16,20,1766132854.321672
145,44573,2025-12-19T08:27:34.366605+00:00,16,20,1766132854.366585
146,44599,2025-12-19T08:27:34.366685+00:00,16,20,1766132854.366678
147,44624,2025-12-19T08:27:34.411612+00:00,16,20,1766132854.411592
148,44650,2025-12-19T08:27:34.456604+00:00,16,20,1766132854.456583
149,44675,2025-12-19T08:27:34.456684+00:00,16,20,1766132854.456677
150,44701,2025-12-19T08:27:34.501543+00:00,16,20,1766132854.501523
151,44727,2025-12-19T08:27:34.501623+00:00,16,20,1766132854.501616
152,44752,2025-12-19T08:27:34.546622+00:00,16,20,1766132854.546601
153,44778,2025-12-19T08:27:34.546726+00:00,16,20,1766132854.546718
154,44803,2025-12-19T08:27:34.591675+00:00,16,20,1766132854.591654
155,44829,2025-12-19T08:27:34.636608+00:00,16,20,1766132854.636586
156,44854,2025-12-19T08:27:34.636688+00:00,16,20,1766132854.636682
157,44880,2025-12-19T08:27:34.681665+00:00,16,20,1766132854.681643
158,44906,2025-12-19T08:27:34.681747+00:00,16,20,1766132854.681740
159,44931,2025-12-19T08:27:34.726502+00:00,16,20,1766132854.726482
160,44957,2025-12-19T08:27:34.726579+00:00,16,20,1766132854.726572
161,44982,2025-12-19T08:27:34.771541+00:00,16,20,1766132854.771520
162,45008,2025-12-19T08:27:34.816533+00:00,16,20,1766132854.816514
163,45034,2025-12-19T08:27:34.816613+00:00,16,20,1766132854.816606
164,45059,2025-12-19T08:27:34.861550+00:00,16,20,1766132854.861529
165,45085,2025-12-19T08:27:34.861631+00:00,16,20,1766132854.861624
166,45110,2025-12-19T08:27:34.906558+00:00,16,20,1766132854.906538
167,45136,2025-12-19T08:27:34.906638+00:00,16,20,1766132854.906631
168,45162,2025-12-19T08:27:34.951678+00:00,16,20,1766132854.951657
169,45187,2025-12-19T08:27:34.996680+00:00,16,20,1766132854.996659
170,45213,2025-12-19T08:27:34.996760+00:00,16,20,1766132854.996753
171,45238,2025-12-19T08:27:35.041601+00:00,16,20,1766132855.041580
172,45264,2025-12-19T08:27:35.086614+00:00,16,20,1766132855.086592
173,45289,2025-12-19T08:27:35.086694+00:00,16,20,1766132855.086688
174,45315,2025-12-19T08:27:35.086754+00:00,16,20,1766132855.086730
175,45341,2025-12-19T08:27:35.131554+00:00,16,20,1766132855.131534
176,45366,2025-12-19T08:27:35.176719+00:00,16,20,1766132855.176696
177,45392,2025-12-19T08:27:35.176803+00:00,16,20,1766132855.176796
178,45417,2025-12-19T08:27:35.221562+00:00,16,20,1766132855.221542
179,45443,2025-12-19T08:27:35.221644+00:00,16,20,1766132855.221637
180,45469,2025-12-19T08:27:35.266676+00:00,16,20,1766132855.266651
181,45494,2025-12-19T08:27:35.266767+00:00,16,20,1766132855.266760
182,45520,2025-12-19T08:27:35.311632+00:00,16,20,1766132855.311611
183,45545,2025-12-19T08:27:35.311713+00:00,16,20,1766132855.311707
184,45571,2025-12-19T08:27:35.356579+00:00,16,20,1766132855.356559
185,45596,2025-12-19T08:27:35.446601+00:00,16,20,1766132855.446579
186,45622,2025-12-19T08:27:35.446680+00:00,16,20,1766132855.446674
187,45648,2025-12-19T08:27:35.446721+00:00,16,20,1766132855.446716
188,45673,2025-12-19T08:27:35.491608+00:00,16,20,1766132855.491587
189,45699,2025-12-19T08:27:35.491689+00:00,16,20,1766132855.491682
190,45724,2025-12-19T08:27:35.536599+00:00,16,20,1766132855.536580
191,45750,2025-12-19T08:27:35.536674+00:00,16,20,1766132855.536667
192,45776,2025-12-19T08:27:35.581620+00:00,16,20,1766132855.581599
193,45801,2025-12-19T08:27:35.581699+00:00,16,20,1766132855.581692
194,45827,2025-12-19T08:27:35.626618+00:00,16,20,1766132855.626597
195,45852,2025-12-19T08:27:35.626700+00:00,16,20,1766132855.626693
196,45878,2025-12-19T08:27:35.671697+00:00,16,20,1766132855.671676
197,45903,2025-12-19T08:27:35.671777+00:00,16,20,1766132855.671770
198,45929,2025-12-19T08:27:35.716668+00:00,16,20,1766132855.716647
199,45954,2025-12-19T08:27:35.761621+00:00,16,20,1766132855.761601
200,45980,2025-12-19T08:27:35.761700+00:00,16,20,1766132855.761693
201,46005,2025-12-19T08:27:35.806667+00:00,16,20,1766132855.806646
202,46031,2025-12-19T08:27:35.806746+00:00,16,20,1766132855.806740
203,46057,2025-12-19T08:27:35.851542+00:00,16,20,1766132855.851523
204,46083,2025-12-19T08:27:35.851644+00:00,16,20,1766132855.851636
205,46108,2025-12-19T08:27:35.896601+00:00,16,20,1766132855.896581
206,46134,2025-12-19T08:27:35.941510+00:00,16,20,1766132855.941489
207,46159,2025-12-19T08:27:35.941591+00:00,16,20,1766132855.941584
208,46185,2025-12-19T08:27:35.986680+00:00,16,20,1766132855.986660
209,46210,2025-12-19T08:27:35.986763+00:00,16,20,1766132855.986756
210,46236,2025-12-19T08:27:36.031502+00:00,16,20,1766132856.031482
211,46261,2025-12-19T08:27:36.031582+00:00,16,20,1766132856.031575
212,46287,2025-12-19T08:27:36.076625+00:00,16,20,1766132856.076605
213,46312,2025-12-19T08:27:36.121677+00:00,16,20,1766132856.121656
214,46338,2025-12-19T08:27:36.121758+00:00,16,20,1766132856.121751
215,46364,2025-12-19T08:27:36.166555+00:00,16,20,1766132856.166535
216,46389,2025-12-19T08:27:36.166638+00:00,16,20,1766132856.166631
217,46415,2025-12-19T08:27:36.211622+00:00,16,20,1766132856.211601
218,46440,2025-12-19T08:27:36.211704+00:00,16,20,1766132856.211698
219,46466,2025-12-19T08:27:36.257206+00:00,16,20,1766132856.257155
220,46492,2025-12-19T08:27:36.301678+00:00,16,20,1766132856.301658
221,46517,2025-12-19T08:27:36.301762+00:00,16,20,1766132856.301756
222,46543,2025-12-19T08:27:36.346675+00:00,16,20,1766132856.346655
223,46568,2025-12-19T08:27:36.346756+00:00,16,20,1766132856.346750
224,46594,2025-12-19T08:27:36.391568+00:00,16,20,1766132856.391548
