seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,51523,2025-12-19T08:30:57.901651+00:00,116,120,1766133057.901626
1,51549,2025-12-19T08:30:57.946515+00:00,116,120,1766133057.946493
2,51575,2025-12-19T08:30:57.991621+00:00,116,120,1766133057.991602
3,51600,2025-12-19T08:30:57.993542+00:00,116,120,1766133057.993523
4,51626,2025-12-19T08:30:58.036450+00:00,116,120,1766133058.036432
5,51652,2025-12-19T08:30:58.038558+00:00,116,120,1766133058.038538
6,51678,2025-12-19T08:30:58.081618+00:00,116,120,1766133058.081599
7,51703,2025-12-19T08:30:58.083540+00:00,116,120,1766133058.083521
8,51729,2025-12-19T08:30:58.126610+00:00,116,120,1766133058.126591
9,51755,2025-12-19T08:30:58.171608+00:00,116,120,1766133058.171589
10,51781,2025-12-19T08:30:58.173619+00:00,116,120,1766133058.173600
11,51806,2025-12-19T08:30:58.216579+00:00,116,120,1766133058.216560
12,51832,2025-12-19T08:30:58.218534+00:00,116,120,1766133058.218514
13,51858,2025-12-19T08:30:58.261484+00:00,116,120,1766133058.261466
14,51884,2025-12-19T08:30:58.263599+00:00,116,120,1766133058.263580
15,51909,2025-12-19T08:30:58.306609+00:00,116,120,1766133058.306590
16,51935,2025-12-19T08:30:58.351607+00:00,116,120,1766133058.351589
17,51961,2025-12-19T08:30:58.353522+00:00,116,120,1766133058.353503
18,51987,2025-12-19T08:30:58.396568+00:00,116,120,1766133058.396549
19,52013,2025-12-19T08:30:58.398530+00:00,116,120,1766133058.398511
20,52038,2025-12-19T08:30:58.441618+00:00,116,120,1766133058.441599
21,52064,2025-12-19T08:30:58.443519+00:00,116,120,1766133058.443499
22,52090,2025-12-19T08:30:58.486616+00:00,116,120,1766133058.486597
23,52116,2025-12-19T08:30:58.531633+00:00,116,120,1766133058.531613
24,52141,2025-12-19T08:30:58.533531+00:00,116,120,1766133058.533513
25,52167,2025-12-19T08:30:58.576531+00:00,116,120,1766133058.576512
26,52193,2025-12-19T08:30:58.578541+00:00,116,120,1766133058.578521
27,52219,2025-12-19T08:30:58.621630+00:00,116,120,1766133058.621610
28,52244,2025-12-19T08:30:58.623545+00:00,116,120,1766133058.623526
29,52270,2025-12-19T08:30:58.666611+00:00,116,120,1766133058.666592
30,52296,2025-12-19T08:30:58.756617+00:00,116,120,1766133058.756598
31,52322,2025-12-19T08:30:58.758515+00:00,116,120,1766133058.758496
