iteration,mode,start_time,notification_time,latency_s,seq,dut_ts
1,start,2025-12-19T22:13:30.936518+00:00,2025-12-19T22:13:31.015424+00:00,0.078872,0,56040
2,start,2025-12-19T22:13:32.119660+00:00,2025-12-19T22:13:32.185536+00:00,0.065846,0,57210
3,start,2025-12-19T22:13:33.289627+00:00,2025-12-19T22:13:33.400416+00:00,0.110758,0,58380
4,start,2025-12-19T22:13:34.504608+00:00,2025-12-19T22:13:34.570535+00:00,0.065898,0,59595
5,start,2025-12-19T22:13:35.674640+00:00,2025-12-19T22:13:35.741454+00:00,0.066783,0,60765
