seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
165,24533,2025-12-20T00:05:29.809881+00:00,176,180,1766189129.809858
166,24559,2025-12-20T00:05:29.899947+00:00,176,180,1766189129.899921
167,24585,2025-12-20T00:05:30.167950+00:00,176,180,1766189130.167930
168,24611,2025-12-20T00:05:30.169980+00:00,176,180,1766189130.169961
169,24637,2025-12-20T00:05:30.172004+00:00,176,180,1766189130.171982
170,24663,2025-12-20T00:05:30.173939+00:00,176,180,1766189130.173917
171,24688,2025-12-20T00:05:30.177068+00:00,176,180,1766189130.177048
172,24714,2025-12-20T00:05:30.302976+00:00,176,180,1766189130.302954
173,24740,2025-12-20T00:05:30.305053+00:00,176,180,1766189130.305033
174,24766,2025-12-20T00:05:30.307063+00:00,176,180,1766189130.307041
