iteration,mode,start_time,notification_time,latency_s,seq,dut_ts
1,start,2025-12-20T00:06:52.621274+00:00,2025-12-20T00:06:52.562182+00:00,-0.059120,1042,41706
2,start,2025-12-20T00:06:53.726701+00:00,2025-12-20T00:06:53.957105+00:00,0.230374,0,43102
3,start,2025-12-20T00:06:55.061405+00:00,2025-12-20T00:06:55.219082+00:00,0.157643,0,44496
4,start,2025-12-20T00:06:56.323137+00:00,2025-12-20T00:06:56.479120+00:00,0.155949,0,45666
5,start,2025-12-20T00:06:57.583052+00:00,2025-12-20T00:06:57.739980+00:00,0.156902,0,46926
