seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,26234,2025-12-19T08:30:32.611602+00:00,56,60,1766133032.611575
1,26260,2025-12-19T08:30:32.656635+00:00,56,60,1766133032.656611
2,26285,2025-12-19T08:30:32.701576+00:00,56,60,1766133032.701555
3,26311,2025-12-19T08:30:32.701655+00:00,56,60,1766133032.701649
4,26337,2025-12-19T08:30:32.746610+00:00,56,60,1766133032.746589
5,26362,2025-12-19T08:30:32.746752+00:00,56,60,1766133032.746743
6,26388,2025-12-19T08:30:32.791627+00:00,56,60,1766133032.791606
7,26413,2025-12-19T08:30:32.791708+00:00,56,60,1766133032.791702
8,26439,2025-12-19T08:30:32.836615+00:00,56,60,1766133032.836595
9,26465,2025-12-19T08:30:32.881630+00:00,56,60,1766133032.881604
10,26490,2025-12-19T08:30:32.881722+00:00,56,60,1766133032.881716
11,26516,2025-12-19T08:30:32.926651+00:00,56,60,1766133032.926625
12,26542,2025-12-19T08:30:32.926743+00:00,56,60,1766133032.926735
13,26567,2025-12-19T08:30:32.971618+00:00,56,60,1766133032.971597
14,26593,2025-12-19T08:30:32.971696+00:00,56,60,1766133032.971690
15,26619,2025-12-19T08:30:33.016704+00:00,56,60,1766133033.016683
16,26644,2025-12-19T08:30:33.061618+00:00,56,60,1766133033.061597
17,26670,2025-12-19T08:30:33.061701+00:00,56,60,1766133033.061695
18,26696,2025-12-19T08:30:33.106547+00:00,56,60,1766133033.106526
19,26721,2025-12-19T08:30:33.106629+00:00,56,60,1766133033.106622
20,26747,2025-12-19T08:30:33.151574+00:00,56,60,1766133033.151558
21,26773,2025-12-19T08:30:33.196558+00:00,56,60,1766133033.196538
22,26798,2025-12-19T08:30:33.196636+00:00,56,60,1766133033.196630
23,26824,2025-12-19T08:30:33.241573+00:00,56,60,1766133033.241556
24,26850,2025-12-19T08:30:33.241645+00:00,56,60,1766133033.241639
25,26875,2025-12-19T08:30:33.286558+00:00,56,60,1766133033.286540
26,26901,2025-12-19T08:30:33.286631+00:00,56,60,1766133033.286624
27,26926,2025-12-19T08:30:33.331577+00:00,56,60,1766133033.331558
28,26952,2025-12-19T08:30:33.331649+00:00,56,60,1766133033.331643
29,26978,2025-12-19T08:30:33.376628+00:00,56,60,1766133033.376610
30,27003,2025-12-19T08:30:33.421556+00:00,56,60,1766133033.421536
31,27029,2025-12-19T08:30:33.421632+00:00,56,60,1766133033.421626
32,27055,2025-12-19T08:30:33.466556+00:00,56,60,1766133033.466538
33,27080,2025-12-19T08:30:33.466630+00:00,56,60,1766133033.466624
34,27106,2025-12-19T08:30:33.511583+00:00,56,60,1766133033.511562
35,27131,2025-12-19T08:30:33.511673+00:00,56,60,1766133033.511664
36,27157,2025-12-19T08:30:33.556532+00:00,56,60,1766133033.556513
37,27183,2025-12-19T08:30:33.556623+00:00,56,60,1766133033.556616
38,27208,2025-12-19T08:30:33.601630+00:00,56,60,1766133033.601612
39,27234,2025-12-19T08:30:33.646570+00:00,56,60,1766133033.646551
40,27260,2025-12-19T08:30:33.646646+00:00,56,60,1766133033.646639
41,27286,2025-12-19T08:30:33.691541+00:00,56,60,1766133033.691522
42,27311,2025-12-19T08:30:33.691618+00:00,56,60,1766133033.691612
43,27337,2025-12-19T08:30:33.736569+00:00,56,60,1766133033.736551
44,27362,2025-12-19T08:30:33.736647+00:00,56,60,1766133033.736640
45,27388,2025-12-19T08:30:33.781641+00:00,56,60,1766133033.781623
46,27414,2025-12-19T08:30:33.826500+00:00,56,60,1766133033.826481
47,27440,2025-12-19T08:30:33.826570+00:00,56,60,1766133033.826565
48,27465,2025-12-19T08:30:33.871552+00:00,56,60,1766133033.871532
49,27491,2025-12-19T08:30:33.871632+00:00,56,60,1766133033.871625
50,27517,2025-12-19T08:30:33.916586+00:00,56,60,1766133033.916553
51,27542,2025-12-19T08:30:33.916661+00:00,56,60,1766133033.916654
52,27568,2025-12-19T08:30:33.961551+00:00,56,60,1766133033.961532
53,27594,2025-12-19T08:30:34.006544+00:00,56,60,1766133034.006526
54,27620,2025-12-19T08:30:34.006620+00:00,56,60,1766133034.006614
55,27646,2025-12-19T08:30:34.051427+00:00,56,60,1766133034.051409
56,27671,2025-12-19T08:30:34.051496+00:00,56,60,1766133034.051491
57,27697,2025-12-19T08:30:34.096562+00:00,56,60,1766133034.096542
58,27722,2025-12-19T08:30:34.096636+00:00,56,60,1766133034.096628
59,27748,2025-12-19T08:30:34.141543+00:00,56,60,1766133034.141524
60,27774,2025-12-19T08:30:34.186553+00:00,56,60,1766133034.186535
61,27799,2025-12-19T08:30:34.186624+00:00,56,60,1766133034.186618
62,27825,2025-12-19T08:30:34.231559+00:00,56,60,1766133034.231541
63,27851,2025-12-19T08:30:34.231630+00:00,56,60,1766133034.231624
64,27876,2025-12-19T08:30:34.276561+00:00,56,60,1766133034.276543
65,27902,2025-12-19T08:30:34.276633+00:00,56,60,1766133034.276628
66,27928,2025-12-19T08:30:34.321469+00:00,56,60,1766133034.321450
67,27954,2025-12-19T08:30:34.366551+00:00,56,60,1766133034.366533
68,27979,2025-12-19T08:30:34.366638+00:00,56,60,1766133034.366632
69,28005,2025-12-19T08:30:34.411481+00:00,56,60,1766133034.411462
70,28030,2025-12-19T08:30:34.411556+00:00,56,60,1766133034.411550
71,28056,2025-12-19T08:30:34.456547+00:00,56,60,1766133034.456514
72,28082,2025-12-19T08:30:34.456622+00:00,56,60,1766133034.456616
73,28107,2025-12-19T08:30:34.501546+00:00,56,60,1766133034.501528
74,28133,2025-12-19T08:30:34.546547+00:00,56,60,1766133034.546529
75,28159,2025-12-19T08:30:34.546620+00:00,56,60,1766133034.546614
76,28185,2025-12-19T08:30:34.591501+00:00,56,60,1766133034.591481
77,28210,2025-12-19T08:30:34.591576+00:00,56,60,1766133034.591571
78,28236,2025-12-19T08:30:34.636542+00:00,56,60,1766133034.636524
79,28262,2025-12-19T08:30:34.636612+00:00,56,60,1766133034.636606
80,28287,2025-12-19T08:30:34.681557+00:00,56,60,1766133034.681522
81,28313,2025-12-19T08:30:34.726482+00:00,56,60,1766133034.726464
82,28339,2025-12-19T08:30:34.726554+00:00,56,60,1766133034.726548
83,28364,2025-12-19T08:30:34.771540+00:00,56,60,1766133034.771522
84,28390,2025-12-19T08:30:34.771612+00:00,56,60,1766133034.771605
85,28416,2025-12-19T08:30:34.816559+00:00,56,60,1766133034.816541
86,28441,2025-12-19T08:30:34.816632+00:00,56,60,1766133034.816625
87,28467,2025-12-19T08:30:34.861551+00:00,56,60,1766133034.861532
88,28493,2025-12-19T08:30:34.921695+00:00,56,60,1766133034.921674
89,28518,2025-12-19T08:30:34.921772+00:00,56,60,1766133034.921766
90,28544,2025-12-19T08:30:34.951578+00:00,56,60,1766133034.951546
91,28570,2025-12-19T08:30:34.951651+00:00,56,60,1766133034.951644
92,28595,2025-12-19T08:30:34.996568+00:00,56,60,1766133034.996549
93,28621,2025-12-19T08:30:34.996648+00:00,56,60,1766133034.996641
94,28647,2025-12-19T08:30:35.041640+00:00,56,60,1766133035.041620
95,28672,2025-12-19T08:30:35.131638+00:00,56,60,1766133035.131620
96,28698,2025-12-19T08:30:35.131715+00:00,56,60,1766133035.131708
97,28723,2025-12-19T08:30:35.133575+00:00,56,60,1766133035.133556
98,28749,2025-12-19T08:30:35.176434+00:00,56,60,1766133035.176417
99,28775,2025-12-19T08:30:35.176534+00:00,56,60,1766133035.176528
100,28800,2025-12-19T08:30:35.221545+00:00,56,60,1766133035.221525
101,28826,2025-12-19T08:30:35.221621+00:00,56,60,1766133035.221615
102,28852,2025-12-19T08:30:35.356636+00:00,56,60,1766133035.356617
103,28877,2025-12-19T08:30:35.356708+00:00,56,60,1766133035.356702
104,28903,2025-12-19T08:30:35.358737+00:00,56,60,1766133035.358717
105,28929,2025-12-19T08:30:35.401522+00:00,56,60,1766133035.401502
106,28954,2025-12-19T08:30:35.401600+00:00,56,60,1766133035.401593
107,28980,2025-12-19T08:30:35.446522+00:00,56,60,1766133035.446502
108,29005,2025-12-19T08:30:35.446601+00:00,56,60,1766133035.446594
109,29031,2025-12-19T08:30:35.491531+00:00,56,60,1766133035.491508
110,29057,2025-12-19T08:30:35.491639+00:00,56,60,1766133035.491628
111,29082,2025-12-19T08:30:35.536559+00:00,56,60,1766133035.536541
112,29108,2025-12-19T08:30:35.536636+00:00,56,60,1766133035.536629
113,29134,2025-12-19T08:30:35.581527+00:00,56,60,1766133035.581508
114,29160,2025-12-19T08:30:35.581625+00:00,56,60,1766133035.581600
115,29185,2025-12-19T08:30:35.626565+00:00,56,60,1766133035.626545
116,29211,2025-12-19T08:30:35.626645+00:00,56,60,1766133035.626638
117,29237,2025-12-19T08:30:35.671555+00:00,56,60,1766133035.671536
118,29262,2025-12-19T08:30:35.671633+00:00,56,60,1766133035.671626
119,29288,2025-12-19T08:30:35.716545+00:00,56,60,1766133035.716526
120,29314,2025-12-19T08:30:35.716626+00:00,56,60,1766133035.716618
121,29339,2025-12-19T08:30:35.761611+00:00,56,60,1766133035.761590
122,29365,2025-12-19T08:30:35.761693+00:00,56,60,1766133035.761686
123,29390,2025-12-19T08:30:35.806592+00:00,56,60,1766133035.806571
124,29416,2025-12-19T08:30:35.806674+00:00,56,60,1766133035.806667
125,29442,2025-12-19T08:30:35.851620+00:00,56,60,1766133035.851599
126,29467,2025-12-19T08:30:35.851699+00:00,56,60,1766133035.851692
127,29493,2025-12-19T08:30:35.896639+00:00,56,60,1766133035.896619
128,29519,2025-12-19T08:30:35.896735+00:00,56,60,1766133035.896727
129,29544,2025-12-19T08:30:35.941722+00:00,56,60,1766133035.941701
130,29570,2025-12-19T08:30:35.986547+00:00,56,60,1766133035.986527
131,29596,2025-12-19T08:30:35.986629+00:00,56,60,1766133035.986621
132,29621,2025-12-19T08:30:36.031634+00:00,56,60,1766133036.031613
133,29647,2025-12-19T08:30:36.031716+00:00,56,60,1766133036.031709
134,29672,2025-12-19T08:30:36.076618+00:00,56,60,1766133036.076597
135,29698,2025-12-19T08:30:36.076699+00:00,56,60,1766133036.076693
136,29724,2025-12-19T08:30:36.121700+00:00,56,60,1766133036.121679
137,29749,2025-12-19T08:30:36.166618+00:00,56,60,1766133036.166598
138,29775,2025-12-19T08:30:36.166700+00:00,56,60,1766133036.166693
139,29801,2025-12-19T08:30:36.211638+00:00,56,60,1766133036.211618
140,29826,2025-12-19T08:30:36.211720+00:00,56,60,1766133036.211713
141,29852,2025-12-19T08:30:36.256619+00:00,56,60,1766133036.256598
142,29877,2025-12-19T08:30:36.256699+00:00,56,60,1766133036.256692
143,29903,2025-12-19T08:30:36.301681+00:00,56,60,1766133036.301660
144,29929,2025-12-19T08:30:36.346611+00:00,56,60,1766133036.346591
145,29954,2025-12-19T08:30:36.346695+00:00,56,60,1766133036.346689
146,29980,2025-12-19T08:30:36.391489+00:00,56,60,1766133036.391469
147,30005,2025-12-19T08:30:36.391572+00:00,56,60,1766133036.391565
148,30031,2025-12-19T08:30:36.436630+00:00,56,60,1766133036.436609
149,30057,2025-12-19T08:30:36.436710+00:00,56,60,1766133036.436703
150,30083,2025-12-19T08:30:36.481509+00:00,56,60,1766133036.481487
151,30109,2025-12-19T08:30:36.526618+00:00,56,60,1766133036.526598
