seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,21090,2025-12-19T08:28:16.397620+00:00,116,120,1766132896.397597
1,21116,2025-12-19T08:28:16.442642+00:00,116,120,1766132896.442615
2,21142,2025-12-19T08:28:16.487618+00:00,116,120,1766132896.487597
3,21168,2025-12-19T08:28:16.487698+00:00,116,120,1766132896.487691
4,21194,2025-12-19T08:28:16.532519+00:00,116,120,1766132896.532502
5,21219,2025-12-19T08:28:16.532583+00:00,116,120,1766132896.532576
6,21245,2025-12-19T08:28:16.577568+00:00,116,120,1766132896.577536
7,21271,2025-12-19T08:28:16.577641+00:00,116,120,1766132896.577636
8,21297,2025-12-19T08:28:16.622589+00:00,116,120,1766132896.622571
9,21323,2025-12-19T08:28:16.667583+00:00,116,120,1766132896.667565
10,21348,2025-12-19T08:28:16.667657+00:00,116,120,1766132896.667651
11,21374,2025-12-19T08:28:16.711701+00:00,116,120,1766132896.711682
12,21400,2025-12-19T08:28:16.713667+00:00,116,120,1766132896.713646
13,21426,2025-12-19T08:28:16.757612+00:00,116,120,1766132896.757592
14,21452,2025-12-19T08:28:16.757691+00:00,116,120,1766132896.757684
15,21477,2025-12-19T08:28:16.802680+00:00,116,120,1766132896.802661
16,21503,2025-12-19T08:28:16.847601+00:00,116,120,1766132896.847582
17,21529,2025-12-19T08:28:16.847673+00:00,116,120,1766132896.847668
18,21555,2025-12-19T08:28:16.892601+00:00,116,120,1766132896.892582
19,21581,2025-12-19T08:28:16.892693+00:00,116,120,1766132896.892687
20,21607,2025-12-19T08:28:16.937575+00:00,116,120,1766132896.937557
21,21632,2025-12-19T08:28:16.937649+00:00,116,120,1766132896.937643
22,21658,2025-12-19T08:28:16.982615+00:00,116,120,1766132896.982596
23,21684,2025-12-19T08:28:17.027614+00:00,116,120,1766132897.027593
24,21709,2025-12-19T08:28:17.027691+00:00,116,120,1766132897.027685
25,21735,2025-12-19T08:28:17.072614+00:00,116,120,1766132897.072595
26,21761,2025-12-19T08:28:17.072704+00:00,116,120,1766132897.072696
27,21787,2025-12-19T08:28:17.117498+00:00,116,120,1766132897.117479
28,21813,2025-12-19T08:28:17.117574+00:00,116,120,1766132897.117567
29,21838,2025-12-19T08:28:17.162739+00:00,116,120,1766132897.162719
30,21864,2025-12-19T08:28:17.252609+00:00,116,120,1766132897.252591
31,21890,2025-12-19T08:28:17.252683+00:00,116,120,1766132897.252678
32,21916,2025-12-19T08:28:17.255541+00:00,116,120,1766132897.255522
33,21941,2025-12-19T08:28:17.297497+00:00,116,120,1766132897.297480
34,21967,2025-12-19T08:28:17.297563+00:00,116,120,1766132897.297558
35,21993,2025-12-19T08:28:17.300700+00:00,116,120,1766132897.300679
36,22018,2025-12-19T08:28:17.342662+00:00,116,120,1766132897.342643
37,22044,2025-12-19T08:28:17.387562+00:00,116,120,1766132897.387542
38,22070,2025-12-19T08:28:17.387653+00:00,116,120,1766132897.387647
39,22096,2025-12-19T08:28:17.432534+00:00,116,120,1766132897.432516
40,22122,2025-12-19T08:28:17.432608+00:00,116,120,1766132897.432602
41,22147,2025-12-19T08:28:17.477597+00:00,116,120,1766132897.477577
42,22173,2025-12-19T08:28:17.477706+00:00,116,120,1766132897.477700
43,22199,2025-12-19T08:28:17.522573+00:00,116,120,1766132897.522556
44,22225,2025-12-19T08:28:17.567630+00:00,116,120,1766132897.567612
45,22251,2025-12-19T08:28:17.567703+00:00,116,120,1766132897.567698
46,22277,2025-12-19T08:28:17.612517+00:00,116,120,1766132897.612500
47,22303,2025-12-19T08:28:17.612586+00:00,116,120,1766132897.612580
48,22329,2025-12-19T08:28:17.657672+00:00,116,120,1766132897.657652
49,22354,2025-12-19T08:28:17.702578+00:00,116,120,1766132897.702546
50,22380,2025-12-19T08:28:17.702649+00:00,116,120,1766132897.702643
51,22406,2025-12-19T08:28:17.747517+00:00,116,120,1766132897.747499
52,22432,2025-12-19T08:28:17.747603+00:00,116,120,1766132897.747596
53,22458,2025-12-19T08:28:17.792608+00:00,116,120,1766132897.792588
54,22483,2025-12-19T08:28:17.792687+00:00,116,120,1766132897.792680
55,22509,2025-12-19T08:28:17.837669+00:00,116,120,1766132897.837650
56,22535,2025-12-19T08:28:17.927608+00:00,116,120,1766132897.927588
57,22561,2025-12-19T08:28:17.927690+00:00,116,120,1766132897.927681
58,22586,2025-12-19T08:28:17.930687+00:00,116,120,1766132897.930668
59,22612,2025-12-19T08:28:17.972610+00:00,116,120,1766132897.972590
60,22638,2025-12-19T08:28:17.972701+00:00,116,120,1766132897.972695
61,22664,2025-12-19T08:28:17.975680+00:00,116,120,1766132897.975661
62,22690,2025-12-19T08:28:18.017616+00:00,116,120,1766132898.017599
63,22715,2025-12-19T08:28:18.062610+00:00,116,120,1766132898.062591
64,22741,2025-12-19T08:28:18.062683+00:00,116,120,1766132898.062677
65,22767,2025-12-19T08:28:18.107557+00:00,116,120,1766132898.107525
