seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,57266,2025-12-20T04:41:17.598107+00:00,176,180,1766205677.598074
1,57292,2025-12-20T04:41:17.643035+00:00,176,180,1766205677.643005
2,57318,2025-12-20T04:41:17.689029+00:00,176,180,1766205677.688995
3,57344,2025-12-20T04:41:17.689183+00:00,176,180,1766205677.689171
4,57370,2025-12-20T04:41:17.733028+00:00,176,180,1766205677.733004
5,57396,2025-12-20T04:41:17.736218+00:00,176,180,1766205677.736197
6,57422,2025-12-20T04:41:17.823036+00:00,176,180,1766205677.823010
7,57448,2025-12-20T04:41:17.826976+00:00,176,180,1766205677.826957
8,57474,2025-12-20T04:41:17.828921+00:00,176,180,1766205677.828909
9,57499,2025-12-20T04:41:17.830862+00:00,176,180,1766205677.830847
10,57525,2025-12-20T04:41:17.867946+00:00,176,180,1766205677.867924
11,57551,2025-12-20T04:41:17.913063+00:00,176,180,1766205677.913037
12,57577,2025-12-20T04:41:17.914914+00:00,176,180,1766205677.914895
13,57603,2025-12-20T04:41:17.958016+00:00,176,180,1766205677.957992
14,57629,2025-12-20T04:41:17.959957+00:00,176,180,1766205677.959939
15,57655,2025-12-20T04:41:18.002967+00:00,176,180,1766205678.002940
16,57681,2025-12-20T04:41:18.047916+00:00,176,180,1766205678.047895
17,57707,2025-12-20T04:41:18.050034+00:00,176,180,1766205678.050017
18,57733,2025-12-20T04:41:18.138945+00:00,176,180,1766205678.138915
19,57759,2025-12-20T04:41:18.139068+00:00,176,180,1766205678.139055
20,57785,2025-12-20T04:41:18.141914+00:00,176,180,1766205678.141896
21,57811,2025-12-20T04:41:18.143960+00:00,176,180,1766205678.143943
22,57836,2025-12-20T04:41:18.227929+00:00,176,180,1766205678.227906
23,57863,2025-12-20T04:41:18.273001+00:00,176,180,1766205678.272977
24,57889,2025-12-20T04:41:18.274923+00:00,176,180,1766205678.274904
25,57914,2025-12-20T04:41:18.276841+00:00,176,180,1766205678.276825
26,57940,2025-12-20T04:41:18.278944+00:00,176,180,1766205678.278926
27,57966,2025-12-20T04:41:18.317976+00:00,176,180,1766205678.317951
28,57992,2025-12-20T04:41:18.407944+00:00,176,180,1766205678.407922
29,58018,2025-12-20T04:41:18.409811+00:00,176,180,1766205678.409797
30,58044,2025-12-20T04:41:18.413875+00:00,176,180,1766205678.413860
31,58070,2025-12-20T04:41:18.415937+00:00,176,180,1766205678.415902
32,58096,2025-12-20T04:41:18.452913+00:00,176,180,1766205678.452891
33,58122,2025-12-20T04:41:18.454823+00:00,176,180,1766205678.454806
34,58148,2025-12-20T04:41:18.498029+00:00,176,180,1766205678.498004
35,58173,2025-12-20T04:41:18.542956+00:00,176,180,1766205678.542932
36,58199,2025-12-20T04:41:18.544917+00:00,176,180,1766205678.544899
37,58225,2025-12-20T04:41:18.587944+00:00,176,180,1766205678.587917
38,58251,2025-12-20T04:41:18.589817+00:00,176,180,1766205678.589807
39,58277,2025-12-20T04:41:18.634945+00:00,176,180,1766205678.634929
40,58303,2025-12-20T04:41:18.635000+00:00,176,180,1766205678.634996
41,58329,2025-12-20T04:41:18.724958+00:00,176,180,1766205678.724929
42,58355,2025-12-20T04:41:18.767972+00:00,176,180,1766205678.767949
43,58381,2025-12-20T04:41:18.769820+00:00,176,180,1766205678.769814
44,58407,2025-12-20T04:41:18.813075+00:00,176,180,1766205678.813049
45,58433,2025-12-20T04:41:18.814864+00:00,176,180,1766205678.814848
46,58459,2025-12-20T04:41:18.857864+00:00,176,180,1766205678.857838
47,58485,2025-12-20T04:41:18.902963+00:00,176,180,1766205678.902941
48,58511,2025-12-20T04:41:18.904904+00:00,176,180,1766205678.904889
49,58537,2025-12-20T04:41:18.906920+00:00,176,180,1766205678.906891
50,58563,2025-12-20T04:41:18.909075+00:00,176,180,1766205678.909058
51,58589,2025-12-20T04:41:18.947961+00:00,176,180,1766205678.947938
52,58615,2025-12-20T04:41:18.949973+00:00,176,180,1766205678.949944
53,58640,2025-12-20T04:41:19.040010+00:00,176,180,1766205679.039987
54,58666,2025-12-20T04:41:19.173014+00:00,176,180,1766205679.172988
55,58692,2025-12-20T04:41:19.174922+00:00,176,180,1766205679.174901
56,58718,2025-12-20T04:41:19.176900+00:00,176,180,1766205679.176884
57,58744,2025-12-20T04:41:19.178931+00:00,176,180,1766205679.178913
58,58770,2025-12-20T04:41:19.181834+00:00,176,180,1766205679.181820
59,58796,2025-12-20T04:41:19.181893+00:00,176,180,1766205679.181886
60,58822,2025-12-20T04:41:19.184867+00:00,176,180,1766205679.184852
61,58848,2025-12-20T04:41:19.186815+00:00,176,180,1766205679.186807
62,58874,2025-12-20T04:41:19.217875+00:00,176,180,1766205679.217850
63,58900,2025-12-20T04:41:19.263045+00:00,176,180,1766205679.263029
64,58926,2025-12-20T04:41:19.307995+00:00,176,180,1766205679.307971
65,58952,2025-12-20T04:41:19.309911+00:00,176,180,1766205679.309892
