seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,53766,2025-12-20T04:43:25.173952+00:00,240,244,1766205805.173923
1,53792,2025-12-20T04:43:25.218895+00:00,240,244,1766205805.218864
2,53818,2025-12-20T04:43:25.263961+00:00,240,244,1766205805.263933
3,53844,2025-12-20T04:43:25.305942+00:00,240,244,1766205805.305916
4,53870,2025-12-20T04:43:25.351939+00:00,240,244,1766205805.351910
5,53896,2025-12-20T04:43:25.398926+00:00,240,244,1766205805.398905
6,53922,2025-12-20T04:43:25.440922+00:00,240,244,1766205805.440898
7,53948,2025-12-20T04:43:25.489024+00:00,240,244,1766205805.488990
8,53974,2025-12-20T04:43:25.530906+00:00,240,244,1766205805.530888
9,54000,2025-12-20T04:43:25.578945+00:00,240,244,1766205805.578916
10,54026,2025-12-20T04:43:25.620983+00:00,240,244,1766205805.620959
11,54052,2025-12-20T04:43:25.665980+00:00,240,244,1766205805.665955
12,54077,2025-12-20T04:43:25.758973+00:00,240,244,1766205805.758944
13,54103,2025-12-20T04:43:25.800926+00:00,240,244,1766205805.800905
14,54129,2025-12-20T04:43:25.845928+00:00,240,244,1766205805.845905
15,54155,2025-12-20T04:43:25.890919+00:00,240,244,1766205805.890898
16,54181,2025-12-20T04:43:25.938965+00:00,240,244,1766205805.938937
17,54208,2025-12-20T04:43:26.070898+00:00,240,244,1766205806.070880
18,54234,2025-12-20T04:43:26.073776+00:00,240,244,1766205806.073771
19,54260,2025-12-20T04:43:26.115916+00:00,240,244,1766205806.115899
20,54286,2025-12-20T04:43:26.161064+00:00,240,244,1766205806.161036
21,54312,2025-12-20T04:43:26.205849+00:00,240,244,1766205806.205837
22,54338,2025-12-20T04:43:26.254992+00:00,240,244,1766205806.254973
23,54364,2025-12-20T04:43:26.295949+00:00,240,244,1766205806.295932
24,54390,2025-12-20T04:43:26.343987+00:00,240,244,1766205806.343962
25,54416,2025-12-20T04:43:26.388987+00:00,240,244,1766205806.388958
26,54442,2025-12-20T04:43:26.430988+00:00,240,244,1766205806.430960
