seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,4972,2025-12-20T04:49:09.602975+00:00,116,120,1766206149.602949
1,4998,2025-12-20T04:49:09.646034+00:00,116,120,1766206149.646002
2,5024,2025-12-20T04:49:09.691049+00:00,116,120,1766206149.691021
3,5049,2025-12-20T04:49:09.692968+00:00,116,120,1766206149.692949
4,5075,2025-12-20T04:49:09.736008+00:00,116,120,1766206149.735984
5,5100,2025-12-20T04:49:09.737930+00:00,116,120,1766206149.737912
6,5126,2025-12-20T04:49:09.783000+00:00,116,120,1766206149.782973
7,5152,2025-12-20T04:49:09.783096+00:00,116,120,1766206149.783088
8,5178,2025-12-20T04:49:09.826046+00:00,116,120,1766206149.826021
9,5204,2025-12-20T04:49:09.871026+00:00,116,120,1766206149.871000
10,5229,2025-12-20T04:49:09.872984+00:00,116,120,1766206149.872965
11,5255,2025-12-20T04:49:09.915953+00:00,116,120,1766206149.915926
12,5281,2025-12-20T04:49:09.917946+00:00,116,120,1766206149.917928
13,5307,2025-12-20T04:49:09.961038+00:00,116,120,1766206149.961011
14,5333,2025-12-20T04:49:09.962970+00:00,116,120,1766206149.962952
15,5359,2025-12-20T04:49:10.006022+00:00,116,120,1766206150.005997
16,5384,2025-12-20T04:49:10.053006+00:00,116,120,1766206150.052982
17,5410,2025-12-20T04:49:10.053100+00:00,116,120,1766206150.053092
18,5436,2025-12-20T04:49:10.096050+00:00,116,120,1766206150.096022
19,5462,2025-12-20T04:49:10.097928+00:00,116,120,1766206150.097912
20,5488,2025-12-20T04:49:10.141028+00:00,116,120,1766206150.141003
21,5514,2025-12-20T04:49:10.142972+00:00,116,120,1766206150.142953
22,5540,2025-12-20T04:49:10.186033+00:00,116,120,1766206150.186006
23,5565,2025-12-20T04:49:10.230915+00:00,116,120,1766206150.230887
24,5591,2025-12-20T04:49:10.232817+00:00,116,120,1766206150.232806
25,5617,2025-12-20T04:49:10.275999+00:00,116,120,1766206150.275969
26,5643,2025-12-20T04:49:10.277880+00:00,116,120,1766206150.277861
27,5669,2025-12-20T04:49:10.320988+00:00,116,120,1766206150.320958
28,5695,2025-12-20T04:49:10.322909+00:00,116,120,1766206150.322893
29,5720,2025-12-20T04:49:10.365969+00:00,116,120,1766206150.365946
30,5746,2025-12-20T04:49:10.411006+00:00,116,120,1766206150.410978
31,5772,2025-12-20T04:49:10.412904+00:00,116,120,1766206150.412889
32,5798,2025-12-20T04:49:10.455961+00:00,116,120,1766206150.455939
33,5824,2025-12-20T04:49:10.457907+00:00,116,120,1766206150.457891
34,5849,2025-12-20T04:49:10.545952+00:00,116,120,1766206150.545932
35,5875,2025-12-20T04:49:10.547839+00:00,116,120,1766206150.547823
36,5901,2025-12-20T04:49:10.590983+00:00,116,120,1766206150.590958
37,5927,2025-12-20T04:49:10.592967+00:00,116,120,1766206150.592949
38,5953,2025-12-20T04:49:10.635932+00:00,116,120,1766206150.635911
39,5979,2025-12-20T04:49:10.637963+00:00,116,120,1766206150.637947
40,6005,2025-12-20T04:49:10.683953+00:00,116,120,1766206150.683926
41,6031,2025-12-20T04:49:10.684049+00:00,116,120,1766206150.684042
42,6056,2025-12-20T04:49:10.726032+00:00,116,120,1766206150.726004
43,6082,2025-12-20T04:49:10.727947+00:00,116,120,1766206150.727926
44,6108,2025-12-20T04:49:10.771047+00:00,116,120,1766206150.771021
45,6134,2025-12-20T04:49:10.772964+00:00,116,120,1766206150.772944
46,6160,2025-12-20T04:49:10.816031+00:00,116,120,1766206150.816003
47,6186,2025-12-20T04:49:10.817909+00:00,116,120,1766206150.817893
48,6212,2025-12-20T04:49:10.860993+00:00,116,120,1766206150.860968
49,6237,2025-12-20T04:49:10.906013+00:00,116,120,1766206150.905985
50,6263,2025-12-20T04:49:10.907962+00:00,116,120,1766206150.907926
51,6289,2025-12-20T04:49:10.951981+00:00,116,120,1766206150.951958
52,6315,2025-12-20T04:49:10.952058+00:00,116,120,1766206150.952051
53,6341,2025-12-20T04:49:10.996005+00:00,116,120,1766206150.995979
54,6367,2025-12-20T04:49:10.997843+00:00,116,120,1766206150.997827
55,6393,2025-12-20T04:49:11.041026+00:00,116,120,1766206151.041000
56,6418,2025-12-20T04:49:11.086038+00:00,116,120,1766206151.086008
57,6444,2025-12-20T04:49:11.087952+00:00,116,120,1766206151.087929
58,6470,2025-12-20T04:49:11.130988+00:00,116,120,1766206151.130958
59,6496,2025-12-20T04:49:11.132982+00:00,116,120,1766206151.132941
60,6522,2025-12-20T04:49:11.176058+00:00,116,120,1766206151.176028
61,6547,2025-12-20T04:49:11.177967+00:00,116,120,1766206151.177948
62,6573,2025-12-20T04:49:11.221020+00:00,116,120,1766206151.220993
63,6598,2025-12-20T04:49:11.265951+00:00,116,120,1766206151.265925
64,6624,2025-12-20T04:49:11.267908+00:00,116,120,1766206151.267892
65,6650,2025-12-20T04:49:11.310930+00:00,116,120,1766206151.310908
66,6676,2025-12-20T04:49:11.356001+00:00,116,120,1766206151.355979
67,6702,2025-12-20T04:49:11.357952+00:00,116,120,1766206151.357934
68,6727,2025-12-20T04:49:11.358018+00:00,116,120,1766206151.358012
69,6753,2025-12-20T04:49:11.400958+00:00,116,120,1766206151.400931
70,6779,2025-12-20T04:49:11.446025+00:00,116,120,1766206151.445999
71,6805,2025-12-20T04:49:11.447866+00:00,116,120,1766206151.447847
72,6831,2025-12-20T04:49:11.491036+00:00,116,120,1766206151.491007
73,6857,2025-12-20T04:49:11.492929+00:00,116,120,1766206151.492910
74,6882,2025-12-20T04:49:11.535932+00:00,116,120,1766206151.535906
75,6908,2025-12-20T04:49:11.537932+00:00,116,120,1766206151.537913
76,6934,2025-12-20T04:49:11.580983+00:00,116,120,1766206151.580953
77,6960,2025-12-20T04:49:11.626035+00:00,116,120,1766206151.626007
78,6986,2025-12-20T04:49:11.627960+00:00,116,120,1766206151.627940
79,7012,2025-12-20T04:49:11.670938+00:00,116,120,1766206151.670917
80,7037,2025-12-20T04:49:11.672965+00:00,116,120,1766206151.672946
81,7063,2025-12-20T04:49:11.715979+00:00,116,120,1766206151.715955
82,7089,2025-12-20T04:49:11.717902+00:00,116,120,1766206151.717886
83,7115,2025-12-20T04:49:11.760994+00:00,116,120,1766206151.760972
84,7141,2025-12-20T04:49:11.806015+00:00,116,120,1766206151.805988
85,7166,2025-12-20T04:49:11.807938+00:00,116,120,1766206151.807918
86,7192,2025-12-20T04:49:11.852992+00:00,116,120,1766206151.852970
87,7218,2025-12-20T04:49:11.853068+00:00,116,120,1766206151.853061
88,7244,2025-12-20T04:49:11.896052+00:00,116,120,1766206151.896025
89,7270,2025-12-20T04:49:11.897853+00:00,116,120,1766206151.897838
