seq,dut_ts,arrival_time,payload_len,raw_len,arrival_epoch
0,53571,2025-12-20T04:49:58.291016+00:00,116,120,1766206198.290985
1,53597,2025-12-20T04:49:58.292900+00:00,116,120,1766206198.292877
2,53623,2025-12-20T04:49:58.335949+00:00,116,120,1766206198.335926
3,53649,2025-12-20T04:49:58.337925+00:00,116,120,1766206198.337906
4,53674,2025-12-20T04:49:58.380952+00:00,116,120,1766206198.380928
5,53700,2025-12-20T04:49:58.382896+00:00,116,120,1766206198.382880
6,53726,2025-12-20T04:49:58.382959+00:00,116,120,1766206198.382953
7,53752,2025-12-20T04:49:58.471055+00:00,116,120,1766206198.471022
8,53778,2025-12-20T04:49:58.472920+00:00,116,120,1766206198.472904
9,53804,2025-12-20T04:49:58.472992+00:00,116,120,1766206198.472986
10,53829,2025-12-20T04:49:58.561042+00:00,116,120,1766206198.561017
11,53855,2025-12-20T04:49:58.562966+00:00,116,120,1766206198.562947
12,53881,2025-12-20T04:49:58.563037+00:00,116,120,1766206198.563029
13,53907,2025-12-20T04:49:58.605978+00:00,116,120,1766206198.605957
14,53933,2025-12-20T04:49:58.608962+00:00,116,120,1766206198.608945
15,53959,2025-12-20T04:49:58.650927+00:00,116,120,1766206198.650907
16,53985,2025-12-20T04:49:58.652952+00:00,116,120,1766206198.652934
17,54011,2025-12-20T04:49:58.653020+00:00,116,120,1766206198.653013
18,54036,2025-12-20T04:49:58.698911+00:00,116,120,1766206198.698888
19,54062,2025-12-20T04:49:58.698989+00:00,116,120,1766206198.698983
20,54088,2025-12-20T04:49:58.741026+00:00,116,120,1766206198.741003
21,54114,2025-12-20T04:49:58.742929+00:00,116,120,1766206198.742910
22,54139,2025-12-20T04:49:58.830955+00:00,116,120,1766206198.830926
23,54165,2025-12-20T04:49:58.832808+00:00,116,120,1766206198.832797
24,54191,2025-12-20T04:49:58.832855+00:00,116,120,1766206198.832850
25,54217,2025-12-20T04:49:58.875972+00:00,116,120,1766206198.875946
26,54243,2025-12-20T04:49:58.921029+00:00,116,120,1766206198.921001
27,54269,2025-12-20T04:49:58.922983+00:00,116,120,1766206198.922962
28,54295,2025-12-20T04:49:58.923056+00:00,116,120,1766206198.923047
29,54320,2025-12-20T04:49:58.966014+00:00,116,120,1766206198.965988
30,54346,2025-12-20T04:49:59.011031+00:00,116,120,1766206199.011004
31,54372,2025-12-20T04:49:59.012942+00:00,116,120,1766206199.012922
32,54398,2025-12-20T04:49:59.055910+00:00,116,120,1766206199.055886
33,54424,2025-12-20T04:49:59.057949+00:00,116,120,1766206199.057931
34,54450,2025-12-20T04:49:59.100965+00:00,116,120,1766206199.100940
35,54475,2025-12-20T04:49:59.145990+00:00,116,120,1766206199.145968
36,54501,2025-12-20T04:49:59.147845+00:00,116,120,1766206199.147824
37,54527,2025-12-20T04:49:59.191959+00:00,116,120,1766206199.191933
38,54553,2025-12-20T04:49:59.283015+00:00,116,120,1766206199.282990
39,54579,2025-12-20T04:49:59.325984+00:00,116,120,1766206199.325956
40,54605,2025-12-20T04:49:59.327977+00:00,116,120,1766206199.327958
41,54630,2025-12-20T04:49:59.371064+00:00,116,120,1766206199.371036
42,54656,2025-12-20T04:49:59.372962+00:00,116,120,1766206199.372942
43,54682,2025-12-20T04:49:59.373031+00:00,116,120,1766206199.373025
44,54708,2025-12-20T04:49:59.416004+00:00,116,120,1766206199.415977
45,54734,2025-12-20T04:49:59.461021+00:00,116,120,1766206199.460995
46,54759,2025-12-20T04:49:59.463959+00:00,116,120,1766206199.463938
47,54785,2025-12-20T04:49:59.464028+00:00,116,120,1766206199.464021
48,54811,2025-12-20T04:49:59.505972+00:00,116,120,1766206199.505946
49,54836,2025-12-20T04:49:59.507895+00:00,116,120,1766206199.507876
50,54862,2025-12-20T04:49:59.507982+00:00,116,120,1766206199.507956
51,54888,2025-12-20T04:49:59.596073+00:00,116,120,1766206199.596042
52,54914,2025-12-20T04:49:59.640901+00:00,116,120,1766206199.640879
53,54940,2025-12-20T04:49:59.642924+00:00,116,120,1766206199.642904
54,54966,2025-12-20T04:49:59.642993+00:00,116,120,1766206199.642986
